Inflect òbchòdzony | V;PPART;PASS;MPL	òbchòdzoné
Inflect lëdowi | ADJ;NOM(FEM,SG)	lëdowé
Inflect lëdowi | ADJ;DAT(PL,MASC)	lëdowëch
Inflect swiãcenié | N;GEN(SG)	swiãcenia
Inflect rozszerzenie | N;NOM(SG)	rozszérzenié
Inflect płótno | N;DAT(SG)	płócienku
Inflect płótno | N;NOM(SG,NEUT)	płótno
Inflect pòmali | ADV	pòmalni
Inflect szlachòwny | ADJ;INS(SG,MASC)	szlachòwnym
Inflect Czechosłowacjô | N;NOM(SG,FEM)	Czechosłowacjô
Inflect Książka | N;NOM(PL)	Książki
Inflect Sobòrze | N;DAT(SG,MASC)	Sobòrze
Inflect personalny | ADJ;NOM(PL,MASC)	personalné
Inflect Pôchnąc | V;NFIN;PRF	Pôchnący
Inflect Rzim | N;MASC;SG;INE	Rzim
Inflect pióro | N;GEN(SG)	pióra
Inflect pióro | N;GEN(PL)	piórów
Inflect pióro | N;GEN(SG)	piôra
Inflect Płot | N;GEN(SG)	Płota
Inflect jednojizbòwi | ADJ;NOM(MASC,SG)	jednojizbòwi
Inflect spadnąć | V;FUT;PL;IMP	spadną
Inflect wiśnia | N;NOM(SG,FEM)	Wisznia
Inflect damp | N;GEN(PL,MASC)	damkùw
Inflect pismó | N;LOC;PL	pismach
Inflect chëcz | N;INS(PL)	chëczama
Inflect chëcz | N;NOM(PL)	chëcze
Inflect chëcz | N;GEN(SG)	chëczi
Inflect dôczëzna | N;ACC(SG)	dôczëznã
Inflect zapôdac | V;NFIN	zapôdac
Inflect Panteon | N;LOC;SG	Panteonie
Inflect krzebce | N;NOM(PL)	krzebce
Inflect sąd | N;GEN(SG)	sądu
Inflect sztudéra | N;GEN(PL)	sztudérów
Inflect Òkrãgłolëstny | ADJ;NOM(MASC,SG)	Òkrãgłolëstny
Inflect dzeczë | N;NOM(PL)	dzecy
Inflect grëbi | ADJ;NOM(MASC,SG)	grëbi
Inflect grëbi | ADJ;NOM(FEM,SG)	grëbô
Inflect grëbi | ADJ;ACC(FEM,SG)	grëbą
Inflect pióno | N;GEN(SG)	pnia
Inflect Pismiono | N;NOM(NEUT,SG)	Pismiono
Inflect zagrać | V;PRF;NFIN	zagrało
Inflect Wiédza | N;NOM(FEM,SG)	wiédza
Inflect Płotka | N;NOM(SG,FEM)	Płotka
Inflect Villô | N;ACC(SG)	Villą
Inflect biografia | N;NOM(PL)	biografie
Inflect Flatow | N;NOM(SG)	Flatow
Inflect sùńce | N;VOC(SG)	sùńca
Inflect Wielopartijnô | ADJ;NOM(FEM,SG)	Wielopartijnô
Inflect papiórka | N;F;NOM(SG)	papiórka
Inflect wszelczi | ADJ;MSC;GEN(SG)	wszelczégò
Inflect Loitz | N;GEN(PL)	Loitzów
Inflect Emanuel | N;NOM(SG)	Emanuel
Inflect przezeblôkańc | N;DAT(PL)	przezeblôkańcowie
Inflect Poręba | N;F;NOM(SG)	Poręba
Inflect regùlarny | ADJ;GEN(MASC,PL)	regùlarnëch
Inflect Pòmoro | N;NOM(SG,MASC)	Pòmrowie
Inflect telewizjô | N;NOM(PL)	telewizje
Inflect telewizjô | N;GEN(SG)	telewizji
Inflect telewizjô | N;NOM(SG)	telewizjô
Inflect telewizjô | N;ACC(SG)	telewizją
Inflect historycznô | ADJ;NOM(FEM,SG)	historycznô
Inflect bòkadny | ADJ;NOM(FEM,SG)	bòkadné
Inflect bòkadny | ADJ;GEN(MASC,SG)	bòkadnégò
Inflect bòkadny | ADJ;GEN(PL,FEM)	bòkadnëch
Inflect Institucy | N;GEN(SG)	Instituce
Inflect białogłowi | ADJ;GEN(MASC,PL)	białogłowsczéch
Inflect nôzwëskò | N;VOC(PL)	nôzwëska
Inflect nôzwëskò | N;NOM(NEUT,SG)	nôzwëskò
Inflect nôzwëskò | N;GEN(PL)	nôzwësków
Inflect staw | N;NOM(MASC,SG)	Staw
Inflect kùńcowi | ADJ;NOM(PL,MASC)	kùńcowé
Inflect rzôdkòsc | N;ACC(SG)	rzôdkòscą
Inflect Wëdac | V;PCP;PASS;NFIN	Wëdóno
Inflect małi | ADJ;GEN(MASC,PL)	małich
Inflect małi | ADJ;NOM(MASC,SG)	mały
Inflect Strzëkòwka | N;NOM(SG)	Strzikówka
Inflect stôwk | N;ACC(SG)	Stôwk
Inflect trójny | ADJ;NOM(PL,MASC)	trójné
Inflect Jezësk | N;GEN(MASC,SG)	Jezëska
Inflect kòmin | N;NOM(PL)	kòminë
Inflect procëmnik | N;ACC(SG)	procëmnika
Inflect procëmnik | N;M;NOM(SG)	procëmnikã
Inflect bulgarski | ADJ;ACC(FEM,SG)	bulgarską
Inflect lëscaty | ADJ;PSSV	lëscaté
Inflect dóńc | V;INF	dóńc
Inflect dłudżi | ADJ;NOM(MASC,SG)	dłëdżi
Inflect Hùcuł | N;NOM(PL)	Hùcułowie
Inflect Łësënowi | N;DAT(SG,MASC)	Łësënowi
Inflect Pismión | N;GEN(PL)	Pismión
Inflect Maratończik | N;ACC(SG)	Maratończikã
Inflect sercnica | N;NOM(FEM,SG)	sercnica
Inflect klapra | N;NOM(SG)	klapra
Inflect ùrobic | V;NFIN	ùrobieniô
Inflect kategoria | N;ACC(SG,FEM)	kategorią
Inflect luridus | ADJ;NOM(MASC,SG)	luridus
Inflect kolekcëja | N;LOC;PL	kolekcëjoch
Inflect biôłich | ADJ;GEN(MASC,PL)	biôłich
Inflect rãka | N;ACC(SG)	rãkã
Inflect rãka | N;GEN(FEM,PL)	rãków
Inflect bliza | ADJ;ACC(FEM,SG)	blizë
Inflect pòłnie | N;LOC;SG	pòłniowi
Inflect Primula | N;NOM(SG)	Primula
Inflect Chemia | N;NOM(SG)	Chemiô
Inflect słowacczi | ADJ;INS(MASC,SG)	słowacczim
Inflect nôbożny | ADJ;ACC(MASC,PL)	nôbòżnëch
Inflect chôłmińskô | ADJ;NOM(FEM,SG)	chôłmińskô
Inflect Ferber | N;GEN;NOM(PL,MASC)	Ferberów
Inflect distribùcëjô | N;GEN(SG)	distribùcëji
Inflect distribùcëjô | N;ACC(SG)	distribùcëjã
Inflect distribùcëjô | N;NOM(SG)	distribùcëjô
Inflect distribùcëjô | N;ACC(SG)	distribùcëją
Inflect jednota | N;NOM(SG)	jednota
Inflect jednota | N;VOC(SG)	jednote
Inflect jednota | N;ACC(SG)	jednotë
Inflect jednota | N;GEN(PL)	jednotów
Inflect Gabriél | N;NOM(SG)	Gabriél
Inflect nôukòwi | ADJ;NOM(FEM,SG)	naukowa
Inflect villa | N;NOM(SG)	Villa
Inflect nowy | ADJ;GEN(PL,MASC)	nowёch
Inflect państwo | N;GEN(PL)	państw
Inflect państwo | N;GEN(SG)	państwa
Inflect państwo | N;LOC;PL	państwach
Inflect państwo | N;LOC;SG	państwie
Inflect państwo | N;INS(SG)	państwã
Inflect masło | N;DAT(PL)	masóm
Inflect masło | N;GEN(SG)	masła
Inflect masło | N;NOM(SG,NEUT)	masło
Inflect Biôłorusjô | N;DAT(SG)	Biôłorusje
Inflect pòstrzédnë | ADJ;GEN(MASC,PL)	pòstrzédnëch
Inflect Jón | N;GEN(SG)	Jóna
Inflect styl | N;GEN(SG)	stilu
Inflect Chònice | N;NOM(PL)	Chònice
Inflect kôrtka | N;NOM(SG)	kôrtka
Inflect niebo | N;GEN(SG)	nieba
Inflect nabłonek | N;F;GEN(SG)	nabłonka
Inflect Pałac | N;NOM(SG)	Pałac
Inflect Kòrejańskô | ADJ;NOM(FEM,SG)	Kòrejańsczé
Inflect Kòrejańskô | ADJ;NOM(FEM,SG)	Kòrejańskô
Inflect òdmiana | N;NOM(FEM,SG)	òdmian
Inflect òdmiana | N;NOM(FEM,SG)	òdmiana
Inflect Strzëc | V;IMP;PLB;2	Strzeżcie
Inflect energia | N;NOM(SG)	energia
Inflect energia | N;DAT(SG)	energie
Inflect energia | N;GEN(SG)	energii
Inflect energia | N;ACC(SG,FEM)	energiã
Inflect materiał | N;NOM(PL)	materiałë
Inflect materiał | N;GEN(PL)	materiałów
Inflect wëbiérk | N;NOM(PL)	wëbiérczi
Inflect wëbiérk | N;GEN(SG)	wëbiérkù
Inflect drema | N;ACC(PL)	dramë
Inflect zwierzã | N;GEN(PL)	zwierzãt
Inflect zwierzã | N;NOM(PL)	zwierzãta
Inflect Apòsztoł | N;GEN(SG)	Apòsztoła
Inflect ksążkowi | ADJ;VOC(MASC,SG)	ksążkòwi
Inflect mòżnosc | N;GEN(SG)	mòżnoscë
Inflect czędnik | N;GEN(PL,MASC)	cządników
Inflect płôszcz | N;GEN(SG)	płôszcza
Inflect płôszcz | N;NOM(PL)	płôszcze
Inflect rozmajitą | ADJ;ACC(FEM,SG)	rozmajitą
Inflect nagrac | V;NFIN;PRF	nagrac
Inflect Wieżice | N;NOM(PL)	Wieżice
Inflect serb | N;NOM(MASC,SG)	serb
Inflect tego | ADV	Tegô
Inflect baz | N;F;NOM(SG)	baza
Inflect wiérzta | N;NOM(PL)	wiérztë
Inflect spódël | ADJ;ACC(MASC,SG)	spódlé
Inflect Spòdlé | ADV;DER	Spòdlé
Inflect dziób | N;ACC(MASC,SG)	dzób
Inflect Markt | N;NOM(SG)	Marktl
Inflect figùra | N;GEN(PL)	figùrów
Inflect figùra | N;ACC(SG)	figùrą
Inflect nadelë | N;NOM(FEM,SG)	nadelë
Inflect węgiel | N;GEN(SG)	węgla
Inflect Agroturistika | N;NOM(SG)	Agroturistika
Inflect Festus | N;GEN(SG)	Festusa
Inflect niskac | V;NFIN;INF	niskã
Inflect Twórczosć | N;GEN(SG)	Twórczości
Inflect pùrchawica | N;NOM(SG,FEM)	pùrchawica
Inflect rzôkùk | N;GEN(SG)	zôkònu
Inflect Òblubieńc | N;ACC(SG)	Òblubieńcã
Inflect Karta | N;ACC(SG)	Kôrtã
Inflect centimetr | N;GEN(PL)	centimétrów
Inflect stan | N;LOC;PL	stanach
Inflect chlebążebë | N;DAT(SG)	chlebażebë
Inflect rut | N;DAT(PL)	rutama
Inflect latanie | N;LOC;SG	lataniu
Inflect pùstelnik | N;GEN(SG)	pùstelnika
Inflect sanatoriùm | N;NOM(SG)	sanatoriùm
Inflect stôrosłowiański | ADJ;GEN(MASC,SG)	stôrosłowiańsczégò
Inflect aparat | N;NOM(SG)	aparat
Inflect fòtografija | N;INS(SG)	fòtografią
Inflect Antykwium | N;ACC(SG)	Antiquum
Inflect archidiecezja | N;GEN(SG)	archidiecezji
Inflect Żarnówc | N;VOC(SG)	Żarnówcu
Inflect rekrutacja | N;NOM(SG)	rekrutacja
Inflect Filmòwców | N;GEN(PL)	Filmòwców
Inflect pòsła | N;GEN(PL)	pòsłów
Inflect kòmùnisticzny | ADJ;GEN(MASC,PL)	kòmùnisticznëch
Inflect kòmùnisticzny | ADJ;NOM(FEM,SG)	kòmùnisticznô
Inflect Imie | N;NOM(SG,NEUT)	Jimiã
Inflect pùdełkò | N;NOM(SG,NEUT)	pùdełkò
Inflect sówny | ADJ;NOM(MASC,SG)	Séwny
Inflect spôd | N;MASC;SG	spôdac
Inflect darzëc | V;IMP;PFV;PL2	darë
Inflect Leszczëna | N;NOM(SG)	Leszczëna
Inflect jednako | ADV	jednako
Inflect złotë | N;DAT(SG)	Złoti
Inflect strarenié | N;DAT(PL)	staranióm
Inflect wëmôva | N;LOC;SG	wëmòwie
Inflect Celinô | N;ACC(SG,FEM)	Celiną
Inflect diagnose | N;NOM(PL)	diasystemy
Inflect niezabôtka | N;NOM(SG)	niezabôtka
Inflect piekarz | N;DAT(PL)	piekarzóm
Inflect Pùchôcz | N;NOM(PL)	Pùchôcze
Inflect cknąc | V;INF	cknąc
Inflect redunice | N;FEM;PL	redunice
Inflect skùtk | N;ACC(SG,FEM)	skùtkã
Inflect Ùstôw | N;NOM(SG)	Ùstôw
Inflect Piãcoksãgù | N;GEN(SG)	Piãcoksãgù
Inflect Złocéńc | N;NOM(MASC,SG)	Złocéńc
Inflect Temza | N;NOM(FEM,SG)	Temza
Inflect rosnik | N;NOM(MASC,SG)	rosnik
Inflect mòc | V;FIN;1;PL	mòżemë
Inflect namnażać | V;NFIN	namnażac
Inflect gaz | N;GEN(SG)	gazu
Inflect Rządu | N;GEN(SG)	Rządu
Inflect Pierszô | ADJ;NOM(FEM,SG)	Pierszô
Inflect wzornictwo | N;LOC;SG;NEUT	wzornictwie
Inflect kwiecień | N;NOM(SG)	kwieceń
Inflect kwiecień | N;GEN(SG)	kwietnia
Inflect òbrzãd | N;NOM(PL)	òbrzãdë
Inflect sosnowsczi | ADJ;NOM(MASC,PL)	sosnowskyi
Inflect klasykòwi | N;DAT(FEM,SG)	klasykòwe
Inflect szlabizơwi | ADJ;ACC(FEM,SG)	szlabizowe
Inflect wiatrznia | ADJ;NOM(MASC,PL)	wietrzni
Inflect odznaczeńce | N;INST;PL	odznaczeniama
Inflect Chełmskô | ADJ;ACC(FEM,SG)	Chełmską
Inflect Ramzeza | N;ACC(SG)	Ramzes
Inflect zarëchòwac | V;INF	zarëchòwac
Inflect Héwelt | N;M;NOM(SG)	Héwelt
Inflect archeòlog | N;GEN(PL,MASC)	archeòlogów
Inflect wstanie | N;LOC;SG	wstaniu
Inflect wòlë | V;IMP;SG;2	wòli
Inflect krokòdilowati | ADJ;M;GEN(PL)	krokòdilowatëch
Inflect całë | ADJ;NOM(MASC,SG)	całi
Inflect krótłi | ADJ;NOM(MASC,SG)	Krótkò
Inflect Bibliotéka | N;NOM(SG)	Bibliotéka
Inflect wariacja | N;GEN(PL)	wariacjów
Inflect piesni | N;DAT(SG)	piesnie
Inflect kategorëja | N;ALL(FEM,PL)	kategorëji
Inflect szëka | V;PRS;3;SG	szëkã
Inflect dôrenk | N;NOM(PL)	dôrenczi
Inflect dzyrzgòsc | N;GEN(FEM,SG)	dzyrzkòscë
Inflect chëtka | N;GEN(PL)	chùtkò
Inflect wielerazowy | ADJ;NOM(SG,NEUT)	wielerazowò
Inflect Szczecin | N;LOC;SG	Szczecinie
Inflect Armeńskô | ADJ;GEN(MASC,SG)	Armeńsczégò
Inflect miód | N;GEN(SG)	miodu
Inflect miód | N;ACC(SG)	miodã
Inflect miód | N;GEN(SG,MASC)	miodë
Inflect òkno | N;GEN(SG)	ònóka
Inflect rëdówka | N;F;NOM(SG)	rëdówka
Inflect rodzëznô | N;DAT(SG)	rodzëżnë
Inflect chòrobò | N;VOC(PL)	chòrobë
Inflect lëchi | ADJ;GEN(MASC,SG)	lëchszégò
Inflect òchróna | N;GEN(SG)	òchrónë
Inflect òchróna | N;ACC(SG)	òchróną
Inflect nosëc | V;INF	nosëc
Inflect nosëc | V;PST;3;PL	nosёle
Inflect redota | V;NFIN	redotë
Inflect Wiôlgòlëstny | ADJ;NOM(SG,MASC)	Wiôlgòlëstny
Inflect król | N;NOM(SG)	King
Inflect pòdlecec | V;IMP;PF;NFIN	pòdlecy
Inflect dzëk | N;F;NOM(SG)	dzëkò
Inflect dzëk | ADJ;NOM(FEM,SG)	dzëkô
Inflect piestrzenia | N;GEN(FEM,SG)	piestrzenia
Inflect krok | N;NOM(PL)	kroczi
Inflect wësokòsc | N;NOM(SG)	wësokòsc
Inflect wësokòsc | N;LOC;PL	wësokòscach
Inflect wësokòsc | N;GEN(SG)	wësokòscë
Inflect Tigòdnik | N;NOM(SG)	Tigòdnik
Inflect zgniłozwiérz | N;NOM(SG)	zgniłozwiérz
Inflect zdół | N;ACC(SG)	zdôł
Inflect żëcé | N;NOM(SG)	żëcé
Inflect żëcé | N;GEN(SG)	żëcégò
Inflect żëcé | N;INS(SG)	żëcém
Inflect nëka | N;ACC(SG)	nëkã
Inflect liberalny | ADJ;ACC(FEM,SG)	liberalné
Inflect òrac | V;NFIN	òraniu
Inflect Nôwëższim | ADJ;MASC;PSSV;SG	Nôwëższim
Inflect prôwdzewò | ADJ;ACC(FEM,SG)	prôwdzëwą
Inflect rédża | N;ACC(SG)	rédźi
Inflect Aùto | N;NOM(SG)	Aùto
Inflect lôtac | V;PRS;3;SG	lôtac
Inflect Madżarz | N;NOM(PL)	Madżarzë
Inflect farwnik | N;GEN(PL)	farwników
Inflect Artëleriô | N;NOM(SG)	Artëleriô
Inflect festiwal | N;LOC;PL	festiwalach
Inflect Żukòwa | N;F;NOM(SG)	Żukòwa
Inflect spòwiédz | N;SG	spòwiédz
Inflect cãżkò | ADV	cãżkò
Inflect kòfer | N;LOC;PL	kòfrach
Inflect kòfer | N;NOM(PL)	kòfrë
Inflect róznë | ADJ;ACC(MASC,PL)	rózné
Inflect nazôd | ADV	nazôd
Inflect kòlegium | N;NOM(SG,NEUT)	kòlegium
Inflect darga | N;ACC(SG,FEM)	dargã
Inflect cepłota | N;NOM(SG)	cepłota
Inflect cepłota | N;ACC(SG)	cepłotã
Inflect cepłota | N;GEN(FEM,SG)	cepłotë
Inflect klasyfikòwac | V;INF	klasyfikòwac
Inflect Wiło | N;NOM(SG,FEM)	Wiła
Inflect jizba | N;NOM(SG,FEM)	jizba
Inflect jizba | N;LOC;SG	jizbie
Inflect jizba | N;GEN(SG)	jizbë
Inflect jizba | N;GEN(PL)	jizbów
Inflect Kaszubski | ADJ;GEN(MASC,SG)	Kaszubskiego
Inflect parta | N;ACC(SG)	partã
Inflect zómk | N;NOM(SG,MASC)	Zamek
Inflect taksonomia | N;GEN(SG)	taksonomii
Inflect Modlitewnik | N;NOM(SG)	Modlitewnik
Inflect aktualny | ADJ;NOM(MASC,SG)	aktualny
Inflect Nôtërë | N;NOM(FEM,SG)	Nôtërë
Inflect dwùjãzëczny | ADJ;NOM(MASC,SG)	dwùjãzëczny
Inflect znôwa | N;GEN(SG)	znôwù
Inflect òkragłi | ADJ;GEN(MASC,SG)	òkrãgłégò
Inflect dopisać | V;NFIN	dopisëją
Inflect czérënk | N;NOM(SG)	czérënk
Inflect Błoto | N;NOM(SG,NEUT)	Błoto
Inflect ògród | N;NOM(SG)	Ògród
Inflect méblowac | V;IND;SG;3	mébla
Inflect cherubin | N;GEN(PL,MASC)	cherubinów
Inflect stalë | N;DAT(SG)	stali
Inflect lëscëna | N;NOM(FEM,SG)	lëscëna
Inflect mòdelka | N;NOM(FEM,SG)	mòdelka
Inflect religja | N;LOC;PL	religiach
Inflect farbistosc | N;FEM;SG	farbistoscë
Inflect reprezentacja | N;GEN(SG)	reprezentacji
Inflect plac | N;GEN(SG)	placu
Inflect różek | N;ACC(SG)	różek
Inflect Poètka | N;GEN(FEM,PL)	Poets
Inflect Rãkawiczka | N;NOM(PL)	Rãkawiczczi
Inflect jakùbowi | ADJ;NOM(MASC,PL)	jakùbòwé
Inflect ekònomija | N;NOM(SG)	ekònomija
Inflect Swiãtô | ADJ;NOM(FEM,SG)	Swiãtô
Inflect lëczba | N;DAT(SG,FEM)	lëczbie
Inflect lëczba | N;GEN(SG)	lëczbë
Inflect lëczba | N;SG;INST	lëczbą
Inflect Młinarskji | ADJ;VOC(MASC,SG)	Młinarsczi
Inflect kòstrzewa | N;NOM(SG)	kòstrzewa
Inflect zaczãtk | N;GEN(SG)	zaczãtkù
Inflect Zelënca | N;NOM(FEM,PL)	Zelińtë
Inflect wлезц | V;INF	wlesc
Inflect emigracja | N;ACC(FEM,SG)	emigracje
Inflect komin | N;LOC;PL	kòminach
Inflect kòpónka | N;NOM(FEM,PL)	kòpónczi
Inflect Religijo | N;NOM(SG)	Religion
Inflect pòdwòdnë | ADJ;GEN(MASC,PL)	pòdwòdnëch
Inflect prostokątny | ADJ;NOM(MASC,SG)	prostokątny
Inflect Grec | N;NAT;NOM(PL,MASC)	Grecë
Inflect kradnãc | V;NFIN	dereje
Inflect krew | N;NOM(SG)	krew
Inflect przëbùdzenié | N;NEUT;SG	przëbùdzenié
Inflect biédny | ADJ;GEN(MASC,PL)	biédnëch
Inflect topnienié | N;GEN(SG)	topnieniô
Inflect czôpka | N;VOC(SG)	czôpce
Inflect czôpka | N;NOM(SG,FEM)	czôpka
Inflect kòminôrz | N;NOM(MASC,SG)	kòminôrz
Inflect kòminôrz | N;GEN(SG)	kòminôrza
Inflect amerikańsczi | ADJ;INS(MASC,SG)	amerikańsczim
Inflect welowac | V;INF	welowac
Inflect zwãk | N;NOM(PL)	infrazwãczi
Inflect Niesmiertelnik | N;NOM(MASC,SG)	Niesmiertelnik
Inflect wespólny | ADJ;NOM(NEUT,SG)	wespólne
Inflect Scabiosa | N;NOM(SG)	Scabiosa
Inflect narodzeni | N;INST;SG	narodzenim
Inflect Etniczny | ADJ;GEN(MASC,PL)	Etnicznëch
Inflect fòrma | N;ACC(SG)	fòrmą
Inflect Trzeci | ADJ;NOM(MASC,SG)	Trzeci
Inflect òbrot | N;ACC(SG)	òbrotã
Inflect òkò | N;VOC(PL)	òczë
Inflect òkò | N;GEN(PL)	òczów
Inflect wënka | V;NFIN	wënëkónô
Inflect sekunda | N;GEN(PL)	sekùndów
Inflect eskimoszczi | ADJ;PL	eskimosczé
Inflect stołowi | ADJ;GEN(MASC,SG)	Stołowégò
Inflect grzëmot | N;GEN(SG)	grzëmòtu
Inflect plata | N;VOC(SG)	platë
Inflect dzysdzëna | N;GEN(SG)	dzysdnia
Inflect rëcerz | N;NOM(PL)	ricérzé
Inflect sklep | N;LOC;SG	sklepie
Inflect przeszłośc | N;GEN(SG)	przeszłoscë
Inflect Chrzanów | N;NOM(SG)	Chrzanów
Inflect technika | N;DAT(SG)	technice
Inflect lëchtôrz | N;NOM(SG)	lëchtôrz
Inflect lëchtôrz | N;NOM(PL)	lëchtôrze
Inflect Serby | N;GEN(PL)	Serbów
Inflect przëzjôdka | N;F;INS(PL)	przëzjôdkama
Inflect pòtencjalny | ADJ;GEN(PL,MASC)	pòtencjalnëch
Inflect rozłam | N;LOC;SG	rozłamie
Inflect Ùdbòdôwca | N;INS(SG)	Ùdbòdôwcą
Inflect nôdługò | ADV;SUP	nôdłëżi
Inflect klima | N;LOC;SG	klimace
Inflect szëja | N;ACC(SG)	szëjã
Inflect zôgónk | N;LOC;PL	zôgónkach
Inflect Sztudér | N;GEN(PL)	Sztudérów
Inflect łapanô | V;CVB;PFV	łapanô
Inflect czwiôrti | ADJ;MASC;PSSV;SG	czwiôrti
Inflect Wierzbica | N;GEN(SG)	Wierzbiccë
Inflect braca | N;ACC(SG)	bracynã
Inflect zagadnienie | N;NOM(PL)	zagadnienia
Inflect delegacja | N;GEN(PL)	delegacjów
Inflect Praga | N;NOM(FEM,SG)	Praga
Inflect zelonawi | ADJ;ACC(FEM,PL)	zelonawé
Inflect wiérzchùje | V;3;SG;PRES	wiérzchùje
Inflect gduńskô | ADJ;VOC(MASC,SG)	gduńsczi
Inflect Traktat | N;NOM(SG)	Traktat
Inflect Traktat | N;GEN(SG)	Traktatu
Inflect mòwa | N;LOC;SG	mòwie
Inflect dorôstać | V;3;PL;PRS	dorôstają
Inflect notacja | N;GEN(FEM,SG)	notacji
Inflect swoi | ADJ;GEN(MASC,PL)	swojich
Inflect fragmeńc | N;DAT(SG,FEM)	fragmeńce
Inflect napisóny | ADJ;INS(MASC,SG)	napisónym
Inflect Wëcyganié | V;NFIN;GER	Wëcyganié
Inflect przedôwk | N;GEN(SG)	przedôwkù
Inflect òcean | N;NOM(PL)	òceanë
Inflect pòdchodzëc | V;3;PL;PRS	pòdchôdzą
Inflect Ministerstwo | N;NOM(SG,NEUT)	Ministerstwo
Inflect balticus | N;NOM(MASC,SG)	balticus
Inflect wôżny | ADJ;NOM(MASC,SG)	wôżny
Inflect jinstrument | N;GEN(SG)	jinstrumentu
Inflect jinstrument | N;ACC(SG)	jinstrumentã
Inflect jinstrument | N;GEN(PL)	jinstrumentów
Inflect rëterk | N;ACC(SG)	ruter
Inflect ułożëny | ADJ;ACC(MASC,SG)	ułożonégò
Inflect Ksãżëc | N;NOM(SG)	Ksãżé
Inflect Ksãżëc | N;NOM(MASC,SG)	Ksãżëc
Inflect Ksãżëc | N;ACC(SG)	Ksãżëca
Inflect lecënk | N;GEN(SG)	lecënkù
Inflect Niżawa | N	Niżawa
Inflect Niżawa | N;GEN(SG)	Niżawë
Inflect pradolëzna | N;F;DAT(SG)	pradolëznòm
Inflect Whiskey | N;NOM(SG)	Whiskey
Inflect jezoro | N;NOM(SG,FEM)	jezora
Inflect jezoro | N;LOC;PL	jezorach
Inflect biôtka | N;LOC;SG	biôtce
Inflect biôtka | N;GEN(SG)	biôtczi
Inflect biôtka | N;GEN(PL)	biôtkach
Inflect biôtka | N;GEN(PL)	biôtków
Inflect rosce | V;PRS;3;SG	Rosce
Inflect Białka | N;NOM(FEM,SG)	Białka
Inflect Białka | N;F;ACC(SG)	Białką
Inflect Turmalin | N;NOM(SG)	Turmalin
Inflect nawôłnica | N;LOC;SG	nawôłnicë
Inflect mandibula | N;F;NOM(SG)	mandibula
Inflect wiérztama | N;INS(PL)	wiérztama
Inflect jezoro | N;GEN(SG)	Jezora
Inflect mòżlëwòsc | N;GEN(PL)	mòżlëwosców
Inflect òpôdëc | V;NFIN	òpôdô
Inflect Pòst | N;NOM(SG)	Pòst
Inflect pòkazac | V;INF	pòkazac
Inflect pòkazac | V;IMP;PLB;NDF	pòkazë
Inflect kòmpatibilny | ADJ;GEN(MASC,PL)	kòmpatibilnëch
Inflect industrijô | N;NOM(SG)	industrëjô
Inflect Afganistan | N;LOC;SG	Afganistanie
Inflect stado | N;NOM(SG,NEUT)	stado
Inflect Grómadzëna | N;NOM(SG)	Gròmadzënò
Inflect òficjalny | ADJ;NOM(FEM,SG)	òficjalno
Inflect òficjalny | ADJ;MASC;SG;LOC	òficjalnym
Inflect òficjalny | ADJ;NOM(PL,MASC)	òficjalné
Inflect strefa | N;NOM(SG,FEM)	strefa
Inflect strefa | N;LOC;SG;F	strefie
Inflect drëdżi | ADJ;GEN(MASC,SG)	drëdżiégò
Inflect opisanié | N;NOM(SG)	opisanié
Inflect pùrchel | N;GEN(PL)	pùrclów
Inflect papia | N;GEN(SG)	papiéża
Inflect Ablacëjô | N;NOM(SG,FEM)	Ablacëjô
Inflect Krëjamnô | ADJ;GEN(FEM,SG)	Krëjamnej
Inflect Krëjamnô | ADJ;NOM(FEM,SG)	Krëjamnô
Inflect materiałô | N;INS(SG)	materiałã
Inflect snôżi | ADJ;NOM(MASC,SG)	snôżi
Inflect wroga | N;GEN(SG)	wrogò
Inflect prowincëjô | N;ACC(SG)	prowincëjé
Inflect prowincëjô | N;GEN(PL)	prowincëjów
Inflect prowincëjô | N;NOM(SG)	prowincëjô
Inflect prowincëjô | N;ACC(SG)	prowincëją
Inflect Padalc | N;NOM(PL)	Padalce
Inflect Pòzwa | N;NOM(SG)	Pòzwa
Inflect bëtnosc | N;NOM(FEM,SG)	bëtnosc
Inflect Saks | N;GEN(PL)	Saksów
Inflect acetosa | N;NOM(SG,FEM)	acetosa
Inflect przeżëc | V;INF	przeżëc
Inflect proces | N;GEN(SG)	procesu
Inflect proces | N;GEN(PL)	procesów
Inflect Mocny | ADJ;NOM(MASC,SG)	mocny
Inflect stadium | N;NOM(SG)	stadium
Inflect kąterowaty | ADJ;DAT(MASC,PL)	kąterowatëch
Inflect Jaskùlka | N;NOM(SG,FEM)	Jaskùlc
Inflect kłoska | N;NOM(PL)	kłoski
Inflect sobór | N;GEN(PL)	sobòrów
Inflect mùchówka | N;NOM(PL)	mùchówków
Inflect Plaškac | V;FIN;3;SG	Plaskati
Inflect blok | N;NOM(SG)	blok
Inflect blok | N;ACC(SG)	blokã
Inflect Leccinum | N;NOM(SG,NEUT)	Leccinum
Inflect Kaszubsko-pomorski | ADJ;GEN(MASC,SG)	KaszubskoPomorskiego
Inflect filozofijô | N;NOM(SG)	filozofijô
Inflect kòżdi | ADJ;ACC(MASC,SG)	każdégò
Inflect mistrzostwo | N;NOM(PL)	mistrzostwa
